120	60	2	3	2	2
121	50	2	2	2	2
122	28	1	2	1	1
123	53	1	2	1	1
124	28	1	1	2	1
125	30	1	2	2	2
126	55	2	2	2	2
127	26	2	2	1	2
128	46	2	2	2	2
129	54	1	2	1	2
130	37	2	2	2	2
131	26	1	1	2	2
132	45	2	2	2	2
133	51	2	2	2	2
134	47	2	2	2	2
135	29	1	1	2	2
136	24	1	1	1	1
137	46	1	2	1	1
138	30	1	2	2	1
139	24	2	1	1	2
140	29	1	1	1	1
141	39	2	2	2	2
142	41	1	2	1	1
143	43	1	2	1	2
144	43	1	2	1	1
145	43	2	2	1	1
146	44	1	2	2	1
147	58	1	2	2	2
148	61	1	2	2	2
149	22	1	1	2	2
150	54	1	2	2	2
151	27	1	1	1	1
152	58	2	2	2	2
153	49	2	2	1	2
154	21	2	1	1	2
155	45	1	2	2	2
156	56	1	2	2	1
157	61	1	2	2	1
158	24	2	2	2	2
159	64	1	2	1	1
160	48	1	2	2	2
161	59	1	2	1	2
162	48	1	2	2	1
163	28	1	1	1	2
164	67	2	2	2	2
165	54	2	2	2	2
166	51	2	3	2	2
167	60	2	2	2	2
168	61	1	2	1	2
169	15	1	1	2	2
170	65	1	2	1	2
171	42	2	2	2	2
172	31	2	2	2	2
173	29	1	4	1	1
174	40	1	2	2	2
175	57	2	2	2	2
176	19	2	1	1	1
177	27	1	1	1	1
178	19	1	1	2	1
179	23	2	1	1	2
180	77	2	2	2	2
181	32	2	2	1	2
182	28	1	1	2	2
183	54	1	2	2	2
184	48	2	2	2	2
185	59	2	2	2	2
186	41	2	4	2	1
187	59	2	3	2	2
188	39	1	2	1	2
189	48	2	2	2	2
190	69	1	2	2	2
191	37	1	4	1	1
192	54	1	2	1	2
193	41	2	2	2	2
194	66	2	2	2	2
195	57	1	1	1	1
196	37	1	2	1	2
197	61	1	2	1	2
198	55	1	2	2	2
199	62	2	2	2	2
200	22	2	1	1	2
201	48	2	2	2	2
202	68	2	2	2	2
203	22	1	1	1	2
204	52	2	2	2	2
205	39	2	2	2	2
206	50	1	2	1	2
207	63	2	2	2	2
208	55	2	2	2	1
209	57	2	2	2	2
210	42	1	2	1	2
211	50	2	2	2	2
212	17	1	1	1	2
213	46	1	2	2	1
214	60	2	2	2	2
215	22	1	1	2	1
216	33	2	2	2	2
217	76	1	2	2	2
218	45	2	2	1	2
219	42	2	2	2	2
220	38	2	2	2	2
221	34	1	2	2	1
222	48	1	2	1	1
223	23	2	1	1	1
224	67	2	2	2	2
225	77	1	2	2	1
226	40	1	2	1	2
227	31	1	2	1	1
228	56	2	2	2	2
229	40	1	2	1	1
230	23	2	1	2	1
231	68	1	2	2	1
232	35	1	2	1	1
233	43	2	2	2	2
234	67	2	3	2	2
235	49	1	2	1	1
236	61	1	2	1	2
237	64	2	2	2	2
238	28	2	2	2	2
239	62	2	2	2	2
240	76	1	2	2	1
241	26	2	4	1	2
242	28	2	2	1	2
243	83	2	3	2	2
244	62	2	2	2	2
245	45	2	2	2	2
246	43	1	1	1	2
247	47	1	2	2	2
248	67	1	2	2	2
249	26	2	1	2	2
250	23	2	1	1	2
251	58	2	2	2	2
252	17	2	1	1	2
253	40	1	2	1	1
254	25	2	1	1	1
255	80	2	2	2	2
256	59	2	2	2	1
257	63	1	2	1	2
258	47	1	2	2	1
259	57	2	3	2	2
260	55	2	2	2	2
261	29	2	2	2	2
262	48	1	2	1	1
263	41	2	2	2	2
264	48	2	2	2	2
265	85	2	3	2	2
266	70	2	2	2	1
267	23	1	1	2	2
268	41	1	2	1	1
269	65	2	2	2	2
270	59	1	2	1	1
271	16	1	1	1	1
272	16	1	1	2	2
273	34	2	2	1	2
274	35	1	1	1	1
275	62	1	2	1	2
276	20	1	1	2	2
277	18	2	1	2	2
278	24	1	1	2	2
279	19	2	1	1	2
280	29	2	1	1	2
281	35	2	2	1	2
282	37	1	1	2	1
283	62	2	2	2	2
284	21	1	1	1	2
285	52	2	2	2	2
286	55	2	2	2	2
287	35	1	2	1	2
288	71	2	2	2	2
289	40	2	2	2	1
290	81	2	3	2	2
291	57	2	2	2	2
292	39	1	2	1	1
293	49	2	2	2	2
294	56	2	2	2	2
295	36	1	2	1	1
296	22	2	1	1	2
297	43	1	2	2	2
298	27	1	1	1	2
299	40	1	2	1	2
300	64	1	2	1	1
301	62	2	2	2	2
302	42	1	2	1	1
303	60	2	2	2	2
304	35	1	2	1	2
305	46	1	2	2	2
306	27	1	4	1	1
307	42	2	2	1	2
308	37	1	2	2	2
309	62	1	2	1	2
310	19	2	1	1	2
311	37	1	2	2	2
312	37	2	2	1	2
313	45	1	2	1	2
314	32	2	2	2	2
315	18	2	2	1	2
316	84	1	2	2	2
317	19	2	1	2	2
318	48	1	2	2	1
319	53	1	2	2	2
320	20	2	1	1	2
321	37	1	4	1	1
322	30	1	2	2	2
323	52	1	2	1	1
324	26	1	2	2	2
325	27	1	1	1	2
326	32	1	2	1	2
327	70	1	2	2	2
328	36	1	2	1	1
329	36	2	2	2	2
330	42	1	2	2	2
331	51	1	2	2	2
332	32	2	2	1	2
333	24	1	1	2	2
334	42	1	2	1	1
335	42	2	2	1	2
336	20	1	1	1	2
337	22	2	1	1	2
338	25	1	1	1	2
339	47	1	2	1	1
340	41	2	2	1	2
341	50	2	3	2	2
342	74	2	3	2	2
343	55	2	2	2	2
344	57	2	2	2	2
345	74	2	2	2	2
346	79	2	3	2	2
347	34	1	2	2	1
348	26	1	1	1	2
349	65	2	2	2	2
350	58	2	2	2	2
351	26	1	1	2	1
352	26	2	1	2	2
353	54	2	2	2	2
354	42	1	2	2	1
355	54	1	2	2	1
356	20	2	1	1	2
357	68	1	4	2	2
358	63	2	2	2	2
359	23	2	1	1	2
360	25	1	1	1	1
361	39	1	2	2	1
362	38	1	2	2	2
363	80	2	2	2	2
364	28	2	2	1	2
365	60	2	2	2	1
366	29	1	2	2	1
367	42	2	2	2	2
368	36	1	2	1	2
369	58	2	2	2	2
370	45	1	2	2	1
371	18	1	1	1	2
372	61	2	2	2	2
373	32	1	4	1	1
374	41	2	2	2	2
375	48	1	2	2	2
376	69	1	2	2	2
377	74	2	3	2	2
378	76	1	1	2	2
379	76	2	3	2	2
380	53	2	2	2	2
381	30	2	2	1	2
382	24	2	1	2	2
383	22	1	1	1	2
384	27	1	2	2	2
385	33	2	2	1	2
386	74	1	3	2	2
387	57	1	2	1	1
388	60	2	2	2	2
389	20	1	1	2	2
390	59	2	2	1	1
391	27	2	1	1	2
392	61	2	2	2	2
393	47	2	2	1	2
394	44	2	2	2	2
395	27	2	2	1	1
396	56	1	2	2	2
397	44	2	2	2	2
398	43	2	2	2	2
399	35	1	2	2	2
400	19	2	1	1	1
401	35	2	2	2	2
402	44	2	2	2	2
403	52	1	2	1	1
404	26	1	1	1	1
405	41	1	2	1	2
406	56	1	2	2	1
407	36	1	1	2	1
408	47	1	1	1	1
409	30	1	2	1	2
410	52	1	3	1	2
411	43	2	2	2	1
412	32	1	1	1	1
413	37	2	2	2	2
414	48	2	2	2	2
415	44	1	2	1	1
416	24	1	2	1	2
417	38	1	1	1	2
418	33	1	2	1	1
419	52	1	2	2	2
420	46	1	2	2	2
421	20	1	1	1	1
422	40	1	2	2	2
423	62	1	2	2	1
424	47	1	2	1	2
425	34	1	2	2	2
426	52	2	2	2	2
427	47	1	2	2	2
428	64	2	2	2	2
429	74	1	2	2	2
430	22	1	1	2	2
431	67	1	2	1	2
432	40	1	2	1	1
433	48	2	2	1	2
434	64	1	2	2	1
435	43	1	2	2	2
436	47	1	2	2	2
437	51	1	2	2	2
438	66	2	2	2	2
439	20	2	1	2	2
440	42	2	2	2	2
441	20	2	1	1	2
442	48	1	2	2	2
443	44	2	2	1	2
444	71	2	2	2	2
445	39	2	2	2	2
446	71	1	2	2	1
447	64	1	2	2	2
448	28	2	2	1	2
449	42	1	1	2	2
454	50	2	2	2	2
456	46	1	2	2	2
466	64	2	1	2	1
471	40	1	2	1	1
490	32	2	2	1	2
491	71	2	2	2	2
492	40	1	2	2	1
493	54	2	2	2	1
494	62	2	2	2	2
495	26	1	1	2	1
496	32	2	2	2	2
497	37	2	2	2	2
498	41	2	3	2	2
499	50	2	4	2	2
500	50	2	2	2	2
501	66	2	4	2	2
502	66	2	3	2	2
503	84	2	3	2	2
504	74	2	3	2	2
505	54	2	2	2	2
506	58	1	1	1	2
507	23	1	1	1	2
508	32	1	2	2	1
509	59	2	2	2	2
510	52	1	4	1	1
511	62	2	2	2	2
512	31	1	2	1	1
513	43	1	1	2	2
514	50	2	2	2	2
515	59	1	2	1	2
516	73	1	2	2	1
517	46	2	2	2	2
518	65	2	2	2	2
519	61	2	2	2	2
520	49	2	2	2	2
521	46	2	2	2	2
522	21	2	1	2	2
523	27	1	2	1	2
524	54	1	2	2	2
525	64	2	2	2	2
526	31	2	4	2	2
527	24	1	1	1	2
530	19	2	1	1	2
531	68	1	1	1	1
532	29	2	2	2	2
533	53	1	1	2	2
534	34	2	2	1	2
535	43	2	2	2	2
536	25	2	1	1	2
537	31	2	2	1	2
538	50	2	2	2	2
539	24	1	1	9	9
